1.43, 17.597, 2.789
0.821, 1.519, 0.772
0.965, 3.248, 0.959
1.238, 3.131, 1.077
0.878, 1.416, 0.71
1.101, 8.324, 1.908
1.116, 8.324, 2.035
0.509, 0.94, 0.524
2.052, 8.303, 2.803
1.53, 3.513, 1.331
1.344, 7.864, 2.66
0.493, 0.692, 0.297
0.444, 0.735, 0.338
0.28, 0.421, 0.219
2.894, 7.199, 3.077
1.093, 13.795, 2.165
0.299, 0.274, 0.114
0.588, 0.889, 0.403
0.573, 1.443, 0.476
0.339, 0.924, 0.351
0.183, 0.317, 0.126
0.703, 1.443, 0.505
0.319, 0.85, 0.396
0.808, 1.439, 0.506
0.592, 1.036, 0.432
0.843, 1.426, 0.647
2.201, 8.833, 2.616
2.177, 8.833, 2.874
1.3, 3.242, 1.388
1.86, 18.315, 4.814
0.507, 1.282, 0.545
0.837, 1.94, 0.788
1.791, 9.349, 2.603
0.334, 0.182, 0.085
2.738, 7.646, 3.533
0.426, 0.743, 0.34
2.937, 8.652, 3.945
2.836, 9.261, 4.44
2.4, 7.625, 3.709
2.706, 5.585, 2.608
0.482, 1.459, 0.524
0.667, 1.358, 0.775
1.678, 8.145, 2.954
2.894, 8.051, 4.636
1.909, 5.408, 2.198
1.418, 13.732, 2.647
0.801, 1.876, 0.992
0.954, 3.793, 1.193
0.519, 1.553, 0.758
2.576, 13.724, 4.457
6.665, 13.407, 6.773
0.441, 0.792, 0.339
1.379, 9.656, 2.597
2.922, 9.645, 4.53
0.316, 0.657, 0.273
1.003, 2.514, 1.015
0.7, 3.021, 1.178
0.215, 0.332, 0.139
1.466, 15.318, 2.493
0.262, 0.565, 0.307
1.089, 4.639, 1.687
1.801, 4.599, 2.525
1.744, 8.403, 3.004
0.843, 1.244, 0.682
0.672, 2.185, 0.685
0.451, 0.651, 0.291
1.526, 7.431, 2.349
2.273, 7.431, 3.549
0.915, 2.149, 0.835
1.122, 2.149, 0.924
1.919, 11.863, 2.75
2.157, 11.815, 3.299
2.979, 11.731, 4.509
1.475, 7.101, 2.813
1.889, 8.428, 2.454
2.506, 8.361, 3.146
2.712, 8.361, 3.371
1.8, 4.502, 1.634
0.458, 0.391, 0.277
1.628, 11.834, 2.655
3.875, 9.467, 4.163
1.44, 11.834, 2.507
1.193, 5.68, 1.741
0.381, 0.65, 0.268
1.496, 11.834, 2.679
3.173, 11.207, 4.671
1.517, 11.834, 2.849
1.47, 11.834, 2.905
1.919, 11.76, 3.811
0.251, 0.285, 0.116
1.333, 10.009, 2.568
2.812, 9.914, 3.923
0.429, 0.66, 0.253
0.289, 0.241, 0.171
1.076, 4.274, 1.457
1.802, 4.233, 1.78
0.324, 0.547, 0.199
0.288, 0.24, 0.17
2.239, 10.575, 3.351
