1.83, 16.327, 2.822
0.169, 0.355, 0.18
0.054, 0.082, 0.046
1.889, 16.311, 2.898
2.863, 9.628, 3.192
1.763, 6.429, 2.15
2.45, 6.407, 2.888
1.773, 16.311, 2.878
0.432, 0.684, 0.272
1.245, 3.176, 1.251
1.576, 10.74, 2.409
1.567, 10.74, 2.534
1.622, 10.734, 2.536
0.164, 0.246, 0.124
2.052, 4.426, 2.27
1.005, 2.37, 1.094
1.674, 4.342, 2.417
1.534, 4.468, 2.101
1.558, 10.645, 2.877
0.537, 1.089, 0.549
0.45, 1.213, 0.57
1.896, 8.076, 3.544
1.542, 4.021, 1.837
2.33, 16.247, 3.754
2.659, 10.848, 4.647
2.505, 12.974, 4.126
3.042, 12.974, 4.498
3.871, 12.974, 5.622
2.13, 16.197, 3.694
1.224, 4.455, 1.392
0.455, 0.44, 0.221
3.342, 16.197, 5.233
4.443, 16.182, 6.251
1.182, 18.116, 2.429
0.502, 0.615, 0.309
0.792, 1.47, 0.52
0.666, 0.963, 0.404
0.519, 1.771, 0.608
0.079, 0.185, 0.085
1.209, 8.358, 1.924
0.979, 8.358, 1.666
1.12, 8.323, 1.892
0.209, 0.266, 0.143
1.941, 7.019, 3.465
0.741, 1.206, 0.63
2.734, 8.279, 3.816
0.85, 1.656, 0.712
1.154, 1.656, 0.753
0.504, 0.704, 0.323
0.812, 4.481, 1.347
0.178, 0.328, 0.164
0.382, 1.02, 0.48
1.128, 3.141, 1.791
0.558, 0.815, 0.357
2.451, 9.974, 4.059
0.565, 1.563, 0.889
0.978, 18.116, 2.182
0.494, 0.615, 0.31
0.244, 0.633, 0.225
0.075, 0.122, 0.05
0.927, 4.25, 1.195
1.435, 4.063, 1.859
0.815, 4.25, 1.113
0.848, 3.591, 1.104
0.119, 0.155, 0.081
1.267, 2.906, 1.465
0.473, 0.835, 0.405
1.183, 3.562, 1.649
0.685, 2.947, 1.053
1.081, 2.917, 1.31
0.743, 1.556, 0.719
0.874, 4.25, 1.336
0.177, 0.325, 0.163
0.381, 1.02, 0.48
1.125, 3.134, 1.787
0.296, 0.369, 0.172
1.488, 13.992, 2.632
0.276, 0.492, 0.167
0.383, 0.466, 0.243
2.102, 5.559, 2.359
1.397, 13.992, 2.567
0.794, 1.066, 0.46
1.454, 13.992, 2.821
1.453, 6.635, 2.096
0.188, 0.221, 0.115
1.339, 4.584, 2.244
2.763, 6.501, 2.776
1.66, 13.992, 3.824
0.32, 0.579, 0.29
0.383, 1.019, 0.48
4.779, 13.88, 7.999
1.172, 11.238, 1.599
0.315, 0.334, 0.15
1.203, 2.04, 0.863
0.952, 4.803, 1.44
1.215, 4.744, 2.04
0.802, 3.441, 1.22
0.971, 3.441, 1.391
1.011, 3.441, 1.655
1.221, 11.238, 1.679
0.145, 0.365, 0.13
0.186, 0.338, 0.162
1.249, 11.238, 1.721
1.284, 11.238, 1.739
1.366, 11.198, 1.867
0.138, 0.138, 0.077
1.288, 3.197, 1.495
0.28, 0.321, 0.149
0.97, 1.733, 0.751
1.268, 11.191, 2.726
2.435, 11.136, 4.927
0.879, 3.866, 1.133
0.969, 3.866, 1.266
1.17, 3.786, 1.838
1.887, 7.339, 1.707
2.973, 7.339, 2.871
1.441, 3.8, 1.206
1.351, 3.8, 1.294
1.191, 2.693, 1.28
1.624, 2.653, 1.167
1.881, 2.653, 1.261
0.908, 4.753, 1.279
0.444, 1.126, 0.606
0.4, 1.02, 0.464
1.019, 2.282, 1.229
1.476, 18.018, 3.336
0.339, 0.725, 0.369
0.404, 0.618, 0.263
1.423, 3.762, 1.357
1.092, 4.933, 1.489
0.407, 0.937, 0.379
0.402, 0.643, 0.342
1.252, 17.873, 3.06
0.169, 0.38, 0.197
0.32, 0.505, 0.205
1.495, 3.118, 1.303
0.799, 1.965, 0.738
0.838, 4.036, 1.294
0.278, 0.607, 0.229
0.342, 0.574, 0.282
1.083, 7.407, 1.531
0.425, 0.794, 0.298
1.199, 3.749, 1.361
0.805, 2.424, 1.022
1.325, 2.896, 1.34
2.397, 1.227, 0.867
1.124, 7.407, 1.651
0.144, 0.339, 0.121
0.18, 0.312, 0.151
1.044, 5.466, 1.402
1.098, 5.466, 1.43
1.187, 5.431, 1.553
0.128, 0.141, 0.074
2.009, 5.415, 2.549
0.363, 0.444, 0.249
1.873, 4.387, 1.791
1.367, 3.825, 1.509
0.736, 3.812, 1.121
0.27, 0.45, 0.233
0.383, 1.019, 0.479
